date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-06-09,5772.0,5200.0,8100.0,13,0.0,1.0,9,6,0,160,5786.392857142857,5403.2,5436.670454545455,5625.577777777778,5551.0,5653.864285714285,5635.196844890789,5574.413180924005,198.94872782161087,-0.002487362593276088,0.06167921124852893
2025-06-10,5306.017543859649,3300.0,8800.0,57,0.0,1.0,10,6,1,161,5772.0,5786.392857142857,5403.2,5471.55652173913,5428.679487179487,5621.470133667502,5611.548419479434,5565.651613544017,229.1832231011321,-0.08073154125785709,-0.0179860927117913
2025-06-12,5157.818181818182,4600.0,7300.0,11,0.0,2.0,12,6,3,163,5306.017543859649,5772.0,5786.392857142857,5908.75,5506.563218390805,5411.94524189261,5504.27244545346,5540.741253788829,242.25850703597655,-0.027930431970201397,-0.1086297959442466
2025-06-13,5416.010101010101,4500.0,9990.0,99,0.0,1.0,13,6,4,164,5157.818181818182,5306.017543859649,5772.0,5667.80808080808,5444.021052631579,5293.2819422293105,5468.301305482321,5538.740471530153,232.4234578048713,0.05005835996741226,-0.061675311675311706
2025-06-14,5367.969696969697,4800.0,8250.0,66,0.0,1.0,14,6,5,165,5416.010101010101,5157.818181818182,5306.017543859649,5436.670454545455,5468.747474747474,5313.93265993266,5458.4869115429265,5531.54205883174,235.4129871328235,-0.008870072829340603,0.011675828924037734
2025-06-15,5373.916666666667,4911.0,6500.0,12,0.0,1.0,15,6,6,166,5367.969696969697,5416.010101010101,5157.818181818182,5403.2,5457.957142857143,5385.965488215488,5454.303578209592,5525.539167675276,236.81519829141882,0.0011078620097888514,0.041897266873472505
2025-06-16,5288.842696629214,4150.0,8801.0,89,0.0,1.0,16,6,0,167,5373.916666666667,5367.969696969697,5416.010101010101,5786.392857142857,5663.860465116279,5343.5763534218595,5383.224983850501,5498.752184211915,190.70810023406375,-0.01583090608106197,-0.023479905319447214
2025-06-17,5358.546511627907,4340.0,8350.0,86,0.0,1.0,17,6,1,168,5288.842696629214,5373.916666666667,5367.969696969697,5772.0,5625.577777777778,5340.435291641264,5324.160199797346,5479.6785223440675,84.91166956686038,0.013179407858569636,-0.0017554468213762942
2025-06-18,5402.382978723404,4600.0,8200.0,94,0.0,1.0,18,6,2,169,5358.546511627907,5288.842696629214,5373.916666666667,5306.017543859649,5471.55652173913,5349.9240623268415,5337.926690492167,5474.7375549858,89.1842503732931,0.008180663730430027,0.00529712569480445
2025-06-19,5399.310810810811,3800.0,9066.0,74,0.0,1.0,19,6,3,170,5402.382978723404,5358.546511627907,5288.842696629214,5157.818181818182,5908.75,5386.746767054041,5372.425637491114,5438.349041472286,42.27031466279704,-0.0005686690345154677,0.020887010735260336
2025-06-20,5379.941176470588,4000.0,9810.0,102,0.0,1.0,20,6,4,171,5399.310810810811,5402.382978723404,5358.546511627907,5416.010101010101,5667.80808080808,5393.878322001601,5367.27293398547,5417.787119733895,38.060702397936595,-0.00358742717708338,0.003992624641076636
2025-06-21,5439.639344262295,4701.0,8150.0,61,0.0,1.0,21,6,5,172,5379.941176470588,5399.310810810811,5402.382978723404,5367.969696969697,5436.670454545455,5406.297110514564,5377.511455027269,5417.999183285098,46.89407046379415,0.011096435041483277,0.00689628367437467
2025-06-22,5401.0,5160.0,5800.0,9,0.0,1.0,22,6,6,173,5439.639344262295,5379.941176470588,5399.310810810811,5373.916666666667,5403.2,5406.860173577627,5381.380502646317,5417.842040427954,47.65907679062652,-0.007103291563447356,0.0003128527414659743
2025-06-23,5455.404255319149,4000.0,8250.0,94,0.0,1.0,23,6,0,174,5401.0,5439.639344262295,5379.941176470588,5288.842696629214,5786.392857142857,5432.014533193815,5405.175011030594,5394.199997440547,33.11934383350835,0.010072996726374628,0.01402674794635339
