date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-04-27,999.0384615384615,700.0,1400.0,26,0.0,1.0,27,4,6,117,1034.994423076923,1050.7,1035.803484848485,1098.9032258064517,1178.1818181818182,1028.2442948717946,1058.088773304433,1060.178916472811,49.76610131296476,-0.03474024664941522,-0.03549420700723094
2025-04-28,1026.931052631579,350.0,1900.0,57,0.0,1.0,28,4,0,118,999.0384615384615,1034.994423076923,1050.7,1047.9707272727273,1091.7586206896551,1020.3213124156542,1055.083105498555,1055.5483758972339,51.0966069791111,0.027919436705334144,-0.022622011390902363
2025-04-29,1016.9038888888889,627.0,1733.0,54,0.0,1.0,29,4,1,119,1026.931052631579,999.0384615384615,1034.994423076923,1081.9639655172414,1032.564,1014.2911343529762,1045.7888088373616,1054.4297965321546,51.30880977191957,-0.009764203465261634,-0.01747887117522151
2025-04-30,1026.9130303030304,600.0,1400.0,33,0.0,1.0,30,4,2,120,1016.9038888888889,1026.931052631579,999.0384615384615,1156.1503508771932,1084.83453125,1023.5826572744992,1027.326334469624,1050.2925464645139,16.259090260928897,0.009842760484550794,0.02790139703094474
2025-05-01,2372.8214285714284,1500.0,3200.0,28,0.0,1.0,1,5,3,121,1026.9130303030304,1016.9038888888889,1026.931052631579,1035.803484848485,1059.5626315789473,1472.2127825877824,1218.3288978586158,1144.096746249691,509.32921241602907,1.3106352325388606,1.310594681591248
2025-05-02,2063.76,1072.0,3125.0,50,0.0,1.0,2,5,4,122,2372.8214285714284,1026.9130303030304,1016.9038888888889,1050.7,1022.2685714285714,1821.1648196248195,1363.051755001473,1218.4889911476505,591.1202420173008,-0.13025060581887127,1.0294543295089071
2025-05-03,2025.6043055555556,1250.0,2750.0,72,0.0,1.0,3,5,5,123,2063.76,2372.8214285714284,1026.9130303030304,1034.994423076923,1045.9918367346938,2154.061911375661,1504.5674524984206,1288.4613103491404,617.482289069288,-0.018488435886171217,0.9725178722854677
2025-05-04,1267.8749019607842,877.0,2000.0,51,0.0,1.0,4,5,6,124,2025.6043055555556,2063.76,2372.8214285714284,999.0384615384615,1098.9032258064517,1785.7464025054467,1542.9726582730382,1300.5307157887357,588.4790208453155,-0.3740757271874733,-0.4656677967022087
2025-05-05,964.0524193548387,450.0,1733.0,62,0.0,1.0,5,5,0,125,1267.8749019607842,2025.6043055555556,2063.76,1026.931052631579,1047.9707272727273,1419.1772089570593,1533.9899963763608,1294.5365509374576,598.0705413554502,-0.23963127760954994,-0.5328660215553948
2025-05-06,1167.3030303030303,350.0,1800.0,66,0.0,1.0,6,5,1,126,964.0524193548387,1267.8749019607842,2025.6043055555556,1016.9038888888889,1081.9639655172414,1133.076783872884,1555.4755880069522,1300.6321984221572,578.7889812100075,0.2108294184710522,-0.42372603222578653
